Title,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Musical,Mystery,Romance,Scifi,Short Film,Thriller,Western
Renzo Gracie: Legacy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Well Oiled,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Dragonslayer,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Niagara,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
November,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
The Break,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The True Story of Lynn Stuart,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Oz: The Great and Powerful,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cowboys & Aliens,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
A Christmas Carol,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Glago's Guest,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Murder Anonymous,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Jet Benny Show,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Author! Author!,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
The Soubrette and the Simp,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Stars in Your Eyes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lost in the Stars,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Hard Hunted,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Beautiful Blonde from Bashful Bend,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Live from Baghdad,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Five Fingers of Death,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Boy Slaves,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pizza,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Gardener of Eden,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Shadow,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Up in Mabel's Room,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild Women of Wongo,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Logan's Run,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
In the Gloaming,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Twitches Too!,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Blind Husbands,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Disney Princess Enchanted Tales: Follow Your Dreams,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Swan Princess III: The Mystery of the Enchanted Kingdom,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
No Babies Wanted,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
In Which Annie Gives it Those Ones,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trailer Town,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Beautiful Thing,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Due Date,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Ding Dong Doggie,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Quackser Fortune Has a Cousin in the Bronx,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
A Charlie Brown Christmas,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Boyhood,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Yield to the Night,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Clapham Junction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Eliminator,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Saigon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Return of Chandu,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
The People,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Donald's Golf Game,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Goat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Toy Story,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Tail Spin,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Disappearances,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
The Frozen Ghost,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Ginger in the Morning,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Chosen One,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Major Wilson's Last Stand,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Jet Storm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamlet,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
Eaten Alive,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The House on Sycamore Street,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Naked Weapon,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Eddie Presley,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Murder at the Gallop,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
Norman,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The English Surgeon,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A Twist of the Knife,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Guv'nor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Weather Underground,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Outsider,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Truant Officer Donald,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Prest-O Change-O,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Deadheads,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Night Monster,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Little Malcolm,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Amy George,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
White Room,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Top of the World,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Hot Dog… The Movie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
If Four Walls Told,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Walls of Prejudice,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ken Park,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A Man Betrayed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dumb Patrol,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
The Chronicles of Riddick: Dark Fury,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
The Babymakers,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Power 98,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
What's the Matter with Helen?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Alice in Wonderland,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Bond Girls Are Forever,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Corporation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I Can't Escape,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
Screamplay,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A Christmas Carol,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Two in the Dark,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Pinochet's Last Stand,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"X, Y",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Lonesome Dove,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Loophole,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Carry On Behind,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Time Flies,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Night People,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Woman,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
I am Josh Polonski's Brother,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Hi, Mom!",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
G-Men Never Forget,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kismet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Life Begins,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Day of Independence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Seven Hills of Rome,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Resolved,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Riding the Edge,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mr. Hobbs Takes a Vacation,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
A Family Affair,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Mom's Got a Date With a Vampire,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Live Evil,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Key,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jack and Jill vs. the World,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Whispering Smith,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Starship Invasions,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Silver City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Stand,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
XX/XY,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Thumbsucker,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Whiplash,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Shortcut,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Latin Dragon,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Beniker Gang,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Freak,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shocktrauma,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Esther... The Girl Who Became Queen,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
One Nation Under God,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Restorers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Novel Romance,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Last Action Hero,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Robin Hood of the Pecos,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Big Broadcast,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Egg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
In the Money,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Snow,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Saving Angelo,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Portrait of a Bookstore as an Old Man,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Flintstones: Little Big League,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Always,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Go for Broke,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aftershock,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"80,000 Suspects",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Sunday Bloody Sunday,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Soldiers of the Sky,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Sea of Dust,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Rage of Paris,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Bullets Over Broadway,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankenhooker,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
The Little Drummer Boy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bugs Bunny's Howl-Oween Special,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Full Clip,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliens of the Deep,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sacco and Vanzetti,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Kevin & Perry Go Large,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
One Big Holiday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Merchant of Venice,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bad Channels,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
The Jackpot,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beef II,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alaska Seas,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Super Duper Super Sleuths,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Ziegfeld,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
The Flintstones: Wind-Up Wilma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Syntax Error,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Cowboy Way,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1408,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
The Natural,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Butterfly Man,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
La-Tha-Pii,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Brand of the Devil,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hero of the Rails,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Philosopher's Stone,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Black Market Babies,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Buster and Billie,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
The Werewolf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Loved,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Body Stealers,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
The Patsy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Escape from Fort Bravo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Joe Versus the Volcano,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Jailbirds,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Outlaws of Boulder Pass,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
Max Steel: Countdown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Prince: The True Story of Dracula,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
A Date with FEAR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Night Flier,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Purple Haze,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Many Tanks Mr. Atkins,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sid Bernstein Presents,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Dash of Courage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Here We Go Again,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Jailhouse,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"Hook, Line & Sinker",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lone Rider,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eight Crazy Nights,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Killdozer,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Meet the Baron,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Isle of the Snake People,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Man in the White Suit,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Spin,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Billy: The Early Years,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Driller Killer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Senior Trip,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
One Soldier,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Palooka,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
A Little Like Drowning,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shark,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Virgin Suicides,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0
Close Harmony,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Chutney Popcorn,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Indie Game: The Movie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Long and Short of It,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
American Pie Presents: Beta House,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Record,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The War of the Roses,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Spies of the Air,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guns of Darkness,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Golden Blaze,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Dangerous Minds,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Punchline,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Goldfish Memory,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Manhattan Tower,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Flight of Black Angel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Are You Scared,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wise Quacks,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Easy to Wed,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Dogfight,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
Good Hair,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Bird on a Wire,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
When Innocence Is Lost,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Around the World in 80 Days,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Private Eyes,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
Spook Louder,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
The Golden Bowl,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
The Embezzler,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Twisted,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Three Daring Daughters,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C.S.A.: The Confederate States of America,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
George White's 1935 Scandals,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Mustard Bath,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Conspiracy Theory,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
80 Degrees East of Birdland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nightbeast,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Scared to Death,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Asylum Days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Run a Crooked Mile,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Conversaciones con mamá,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Protocol,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Trenchcoat,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Live Facelift,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Dark Intruder,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
The Man from Earth,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"The House of 1,000 Dolls",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Jesus Henry Christ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Homo Sapiens 1900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Welcome to 18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Speedway,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Once Upon a Forest,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1 Day,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Scoring,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Star Is Born,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
It's Always the Woman,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Perils of the Wilderness,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Violet Tendencies,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Black Belt Jones,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black is... Black Ain't,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Return,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Marjorie Morningstar,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Letter of Introduction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Knight Rider 2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Treasure Island,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Over the Odds,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Betrayal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Law of the Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tulips,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Simple Twist of Fate,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
WALL-E,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0
Mother Teresa of Calcutta,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The St. Valentine's Day Massacre,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
It Had to Be You,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Soul Hustler,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Terminus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
I Spit On Your Grave,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rescue Dawn,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tetsuo: The Bullet Man,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
The Adventures of Tom Sawyer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Voice of the Turtle,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fortune and Men's Eyes,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
When Dinosaurs Ruled the Earth,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Ice Breaker,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Saddle the Wind,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Class of '44,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0
Blood Vows: The Story of a Mafia Wife,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Woman on the Run,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Patrick,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Two Much,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
August Underground,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Her Best Move,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
David,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dickson Experimental Sound Film,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Paranormal Activity 2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Wrong Turn 4: Bloody Beginnings,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Autism Is a World,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Annie's Coming Out,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I Heard,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Dear Heart,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Night World,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Ware Case,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ready When You Are, Mr McGill",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Lion, The Witch & The Wardrobe",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
A Brokedown Melody,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Texas Rangers,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The Vigilante Fighting Hero of the West,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Gunga Din,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Interview,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Birds II: Land's End,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Net Worth,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
