Title,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Musical,Mystery,Romance,Scifi,Short Film,Thriller,Western,fold
Dead Roses,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Rogues' Regiment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Idlewild,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
Commandos Strike at Dawn,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Creepshow 2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Tramp,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Dome Project,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
The Revenge of Frankenstein,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
The Forgotten,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
The Other Me,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Fool for Love,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Clockwork,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3
The Last Chase,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3
Pigs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rude Boy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Sick House,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
Rentadick,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Drunkboat,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
The Gun,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Jerry and Jumbo,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
Monte Carlo or Bust,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Header,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,2
Pete 'n' Tillie,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
Captain Sindbad,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Conviction,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
Saw III,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
The Stone Killer,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarah Palin: You Betcha!,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Marcel the Shell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Limelight,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2
Made In America,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bulletproof,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
The Hoax,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
Behold The Earth,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Override,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
Super Troopers 2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Creature Unknown,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
Pray,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
Bug,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
A Flintstones Christmas Carol,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Shortcut to Happiness,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2
The Last Days of Chez Nous,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Parent Trap II,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
The Garden of Earthly Delights,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
The Long Voyage Home,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bloodsport 4: The Dark Kumite,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Backroads,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Katy Perry: Part of Me,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Madagascar 3: Europe's Most Wanted,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sybil,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Shaft in Africa,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
Les Bicyclettes de Belsize,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Sailors Don't Care,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Climbers,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Huckleberry Finn,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sinking of the Lusitania,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
Mo' Better Blues,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
The Deal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Edison,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
Prison Train,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
Tigerland,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
Snowbody Loves Me,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
The Young Lions,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
The Witches of Eastwick,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1
Up Periscope,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
Mrs. Harris,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
Bullitt,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
Beauty No. 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hotel Torgo,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2
In Old Chicago,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
Felix the Cat Trifles with Time,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Patty Hearst,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Iron Wall,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Chess-Nuts,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Parole, Inc.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
Precious Images,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
For the First Time,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Helen of Troy,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Odd Jobs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wimbledon,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3
Nashville,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3
Dead Again,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
Speed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
The Treasure Seekers,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Pretty in Pink,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Saturday Morning,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
The Graves,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Mountain Men,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Just Imagine,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
Runaway!,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zero Hour!,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Winter People,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
A Happy Coersion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
The Love God?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salome,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Capturing the Friedmans,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2
Them!,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Home and Away,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Secret World Live,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Abbott and Costello Meet the Invisible Man,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Know Your History: Jesus Is Black; So Was Cleopatra,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Day the World Ended,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Mystic Pizza,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
The Night of the Grizzly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
All Good Things,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1
Ravagers,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
Pilot no. 5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Order Castles of the Third Reich,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Guilty Melody,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Intimate Relations,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Ballet,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Exodus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
The Pleasure Principle,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Assassination of a High School President,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
My Way,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Decks Ran Red,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
My Son the Fanatic,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3
Out Cold,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Clue of the New Pin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Sweet Home Alabama,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2
The Call of the Wild: Dog of the Yukon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
The Golden Arrow,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Nickelodeon,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,3
The Secret Life of Words,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Highway of Heartache,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2
Twitch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
The Ghost Talks,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Torture Garden,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
Code Name: Emerald,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
The Incredible Melting Man,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Lorna Doone,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Delivering,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
Full Court Miracle,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3
Damnation Alley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
20 Dates,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Kangaroo Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Campus Flirt,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Clerks II,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Own Love Song,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
King of the Corner,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
His Trysting Place,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
The Ghost of St. Michael's,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Camp Hell,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Bambi II,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The Big Blockade,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Café Flesh,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
The Man from Toronto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Erik the Viking,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
Confessions of a Lady Cop,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Evil Dead,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Glen or Glenda?,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Blood of Dracula,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
The Jammed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Frankenstein: The True Story,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
Hurricane Season,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Escape to Victory,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Out of Time,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
Buena Vista Social Club,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"The Prize Winner of Defiance, Ohio",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
A Bridge Too Far,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
The Man from Hong Kong,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
Go to Blazes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Pink Panzer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"The World, the Flesh, the Devil",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Time Machine: The Journey Back,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
The Indian Runner,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
Caprice,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1
A Bucket of Blood,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3
The Green Archer,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wild Rovers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
I'll Sleep When I'm Dead,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2
Shortbus,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5 Card Stud,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Superdome,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
Beethoven's 4th,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
Gidget's Summer Reunion,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Special Studies Film II,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"Murder Me, Murder You",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
Daddy Longlegs,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I Killed the Count,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
Pascali's Island,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Hero of the Rails,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
The Stepford Husbands,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Interns,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Coming Home,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
A Countess from Hong Kong,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Hatley High,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3
Splendor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
The Final Comedown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Best Man,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"Yours, Mine and Ours",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3
Rent: Filmed Live on Broadway,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Queen of the Northwoods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
The Man from Snowy River: Arena Spectacular,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,3
Taboo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Paradine Case,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
Weddings and Babies,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
47 Ronin,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Halloween Night,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Lodger,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3
Cherish,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,2
The Rebel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Meet Me Tonight,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
The Wizard of Mars,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2
The Marrying Kind,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fear of the Dark,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2
Laws of Attraction,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Strawberry Shortcake Meets the Berrykins,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Make an American Quilt,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Crack-Up,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3
The First Born,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
American Violet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
One More Chance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Wild World of Batwoman,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3
The Ruling Class,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Let's Get Married,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Little Big League,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
The Dukes of Hazzard: Reunion!,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Bloodlust: Subspecies III,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
Dream House,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
Dizzy Dishes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Devon's Ghost: Legend of the Bloody Boy,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ourselves Alone,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Someone at the Door,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Three Hollywood Girls,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Yesterday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
The Vampire Bat,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,3
The Double 0 Kid,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Cactuses,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
The Lightness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Grateful Dead Movie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Murder by Proxy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
40 Bands 80 Minutes!,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hair-Raising Hare,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2
The Outlaws IS Coming!,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Mr. Harvey Lights a Candle,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
First Daughter,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3
A Streetcar Named Desire,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Assassination Bureau,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
The Alien Years,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Modern Man,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Once in the Life,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
The Bespoke Overcoat,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3
Frozen Seed,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3
Sisters of Death,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Carpool,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Autumn Leaves,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Jungle Cruise,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
The Utopian Society,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8 Ball Bunny,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Poppies of Flanders,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Barretts of Wimpole Street,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Matrix Revisited,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Savage Streets,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
Don't Knock the Rock,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Cheerleaders,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Honeydripper,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
At the Earth's Core,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
Bliss,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Waking Up in Reno,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Patriot Act: A Jeffrey Ross Home Movie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
When Nature Calls,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
The Way We Were,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3
The Midnight Prowlers,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
The Visitors,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Deacons for Defense,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
So's Your Aunt Emma,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
The Stupor Salesman,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Southern Roses,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Twist of Faith,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
The Cabinet of Dr. Caligari,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
The Lone Defender,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
Made in Paris,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
The First Turn-On!,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Who Dares Wins,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
The Balloon Goes Up,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Buy & Cell,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Sarafina!,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
It Shouldn't Happen to a Vet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Theatre of Blood,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3
Tegan the Vegan,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3
Pursued,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
The Black Widow,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Taras Bulba,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Dangerous Moonlight,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Charley's (Big-Hearted) Aunt,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tamara,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3
Play Dead,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torn Curtain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wives and Other Wives,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"Parlor, Bedroom and Bath",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Laughing Sinners,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
Moonrise,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Shirley Valentine,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Gods of Metal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
A Nightmare on Elm Street 5: The Dream Child,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Fire Down Below,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Dark Horse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Black Swarm,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Lakota Woman: Siege at Wounded Knee,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Mice Follies,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3
Chicken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
The Profession of Arms,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Harnessing Peacocks,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Skyfall,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
George in Civvy Street,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Warpath,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Revenge of the Zombies,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Interlude,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
